20515 2452169.2500000  285.760 9.460 1009.860
20515 2452169.5000000  285.140 10.040 1009.830
20515 2452169.7500000  284.250 10.230 1010.180
20515 2452170.0000000  283.400 10.550 1010.580
20515 2452170.2500000  287.430 9.610 1008.910
20515 2452170.5000000  283.840 9.930 1008.980
20515 2452170.7500000  284.160 9.900 1008.950
20515 2452171.0000000  283.480 10.360 1008.590
20515 2452171.2500000  285.950 9.320 1008.050
20515 2452171.5000000  288.160 11.750 1009.420
20515 2452171.7500000  287.810 11.940 1010.370
