15845 2452069.7500000  263.770 28.060 1009.360
15845 2452070.0000000  263.700 28.190 1009.480
15845 2452070.2500000  263.690 27.740 1010.070
15845 2452070.5000000  263.850 27.250 1008.060
15845 2452070.7500000  264.720 27.810 1009.380
15845 2452071.0000000  265.790 28.460 1008.880
15845 2452071.2500000  266.640 28.890 1010.030
15845 2452071.5000000  266.880 29.190 1008.050
15845 2452071.7500000  268.780 29.180 1008.730
15845 2452072.0000000  269.970 30.250 1008.900
15845 2452072.2500000  270.600 31.090 1009.500
15845 2452072.5000000  272.690 31.590 1008.600
15845 2452072.7500000  273.640 31.470 1008.830
15845 2452073.0000000  275.120 32.020 1009.650
15845 2452073.2500000  276.530 33.480 1009.780
15845 2452073.5000000  277.770 33.220 1009.220
15845 2452073.7500000  278.420 33.360 1009.620
15845 2452074.0000000  279.740 34.160 1010.040
15845 2452074.2500000  279.980 34.700 1010.180
15845 2452074.5000000  281.280 34.590 1010.130
15845 2452074.7500000  282.030 34.660 1011.040
15845 2452075.0000000  282.300 34.670 1012.060
15845 2452075.2500000  282.000 34.550 1013.150
15845 2452075.5000000  282.760 34.500 1012.410
15845 2452075.7500000  283.030 34.860 1012.500
15845 2452076.0000000  283.410 35.420 1012.970
15845 2452076.2500000  283.220 35.920 1013.120
15845 2452076.5000000  283.310 36.150 1011.690
15845 2452076.7500000  283.700 36.530 1011.390
15845 2452077.0000000  284.130 36.900 1011.610
15845 2452077.2500000  284.000 37.170 1011.580
15845 2452077.5000000  284.680 37.610 1011.420
15845 2452077.7500000  285.530 38.370 1011.240
15845 2452078.0000000  286.550 38.900 1011.370
15845 2452078.2500000  287.920 40.010 1011.160
15845 2452078.5000000  289.740 40.970 1011.300
15845 2452078.7500000  291.740 42.380 1011.720
15845 2452079.0000000  294.100 42.510 1013.250
15845 2452079.2500000  296.460 43.870 1013.370
