13844 2452076.0000000  316.660 52.140 1010.830
13844 2452076.2500000  318.540 51.470 1008.810
13844 2452076.5000000  320.230 51.170 1007.950
13844 2452076.7500000  320.080 48.630 1005.140
13844 2452077.0000000  321.900 49.500 1003.590
13844 2452077.2500000  323.360 50.260 999.420
13844 2452077.5000000  323.500 51.130 998.160
13844 2452077.7500000  323.390 51.460 994.190
13844 2452078.0000000  323.200 51.140 992.740
13844 2452078.2500000  323.840 50.900 990.520
13844 2452078.5000000  325.510 50.780 991.340
