20523 2452125.2500000  356.480 20.500 1002.150
20523 2452125.5000000  356.000 20.690 1005.140
20523 2452125.7500000  354.320 20.770 1005.820
20523 2452126.0000000  354.000 21.590 1006.920
20523 2452126.2500000  351.440 21.320 1005.120
20523 2452126.5000000  349.970 21.610 1008.260
20523 2452126.7500000  349.870 22.040 1008.540
20523 2452127.0000000  348.720 23.010 1010.040
20523 2452127.2500000  346.270 22.930 1007.650
20523 2452127.5000000  346.220 24.070 1012.260
20523 2452127.7500000  344.320 24.980 1013.620
