25018 2452236.5000000  264.130 68.170 997.260
25018 2452236.7500000  272.760 68.790 997.040
25018 2452237.0000000  280.090 68.520 995.240
25018 2452237.2500000  284.660 68.620 992.450
25018 2452237.5000000  291.440 68.940 993.570
25018 2452237.7500000  299.460 69.260 992.330
25018 2452238.0000000  302.060 70.420 990.970
25018 2452238.2500000  302.690 71.320 990.530
25018 2452238.5000000  302.950 72.050 991.820
25018 2452238.7500000  302.500 71.680 992.560
25018 2452239.0000000  303.640 71.580 992.340
25018 2452239.2500000  307.110 71.600 991.690
25018 2452239.5000000  307.330 72.620 994.910
