15994 2452105.7500000  332.350 52.300 1005.180
15994 2452106.0000000  338.030 50.540 1005.480
15994 2452106.2500000  341.710 49.400 1006.460
15994 2452106.5000000  344.110 48.730 1008.350
15994 2452106.7500000  344.930 49.090 1007.800
15994 2452107.0000000  344.960 50.130 1005.950
15994 2452107.2500000  344.770 50.670 1001.850
15994 2452107.5000000  348.260 50.750 998.650
15994 2452107.7500000  350.010 51.060 994.970
15994 2452108.0000000  351.300 51.130 992.890
15994 2452108.2500000  353.220 50.920 992.100
15994 2452108.5000000  354.680 50.440 992.390
15994 2452108.7500000  357.120 50.110 993.120
15994 2452109.0000000  359.560 50.580 995.050
