 5457 2451961.5000000  284.480 47.530 1009.270
 5457 2451961.7500000  289.640 48.150 1005.260
 5457 2451962.0000000  293.500 49.530 1000.780
 5457 2451962.2500000  296.660 51.630 995.980
 5457 2451962.5000000  298.420 54.270 994.030
 5457 2451962.7500000  298.380 56.700 991.810
 5457 2451963.0000000  294.730 59.700 990.950
 5457 2451963.2500000  291.120 60.530 989.600
 5457 2451963.5000000  290.010 61.240 988.420
 5457 2451963.7500000  285.720 61.810 986.770
 5457 2451964.0000000  298.050 61.190 992.150
 5457 2451964.2500000  297.070 62.470 997.150
