 5386 2451960.5000000  350.390 34.660 1021.930
 5386 2451960.7500000  348.220 34.760 1020.390
 5386 2451961.0000000  346.840 34.700 1020.740
 5386 2451961.2500000  346.070 34.200 1019.010
 5386 2451961.5000000  345.840 34.030 1019.760
 5386 2451961.7500000  345.620 34.490 1018.730
 5386 2451962.0000000  345.200 35.610 1020.330
 5386 2451962.2500000  344.640 36.890 1019.230
 5386 2451962.5000000  344.130 37.760 1019.850
 5386 2451962.7500000  343.970 38.730 1018.170
 5386 2451963.0000000  343.950 39.120 1018.330
 5386 2451963.2500000  344.220 39.600 1016.270
 5386 2451963.5000000  344.560 39.370 1015.850
 5386 2451963.7500000  345.950 38.760 1013.880
