15298 2452096.2500000  296.060 46.970 1007.310
15298 2452096.5000000  298.280 48.320 1007.430
15298 2452096.7500000  303.220 49.290 1009.130
15298 2452097.0000000  307.680 49.570 1010.980
15298 2452097.2500000  309.200 49.590 1011.880
15298 2452097.5000000  311.000 49.840 1012.570
15298 2452097.7500000  312.450 50.110 1012.510
15298 2452098.0000000  324.410 49.990 1014.110
15298 2452098.2500000  329.400 49.620 1013.400
15298 2452098.5000000  340.730 50.060 1013.390
15298 2452098.7500000  343.730 48.860 1011.470
15298 2452099.0000000  346.820 48.350 1012.290
15298 2452099.2500000  348.400 47.800 1013.110
15298 2452099.5000000  350.240 48.550 1015.210
