 9456 2451994.0000000  342.180 51.180 1002.120
 9456 2451994.2500000  342.840 53.110 999.690
 9456 2451994.5000000  343.170 53.950 998.680
 9456 2451994.7500000  343.630 54.430 994.510
 9456 2451995.0000000  343.740 53.890 993.990
 9456 2451995.2500000  345.060 52.850 995.010
 9456 2451995.5000000  346.190 51.920 995.820
 9456 2451995.7500000  348.190 51.260 996.180
 9456 2451996.0000000  350.200 51.640 996.830
 9456 2451996.2500000  349.100 53.280 994.720
 9456 2451996.5000000  350.070 53.720 992.900
 9456 2451996.7500000  349.150 53.960 989.700
 9456 2451997.0000000  350.700 53.590 989.340
 9456 2451997.2500000  353.370 53.560 988.890
 9456 2451997.5000000  359.250 54.480 989.470
 9456 2451997.7500000  359.560 55.690 989.710
 9456 2451998.0000000  359.520 56.010 992.670
