14894 2452058.5000000  286.530 48.780 1003.360
14894 2452058.7500000  288.810 48.740 1000.440
14894 2452059.0000000  289.870 49.630 997.870
14894 2452059.2500000  290.310 51.770 996.760
14894 2452059.5000000  291.510 52.530 997.710
14894 2452059.7500000  292.570 52.980 997.810
14894 2452060.0000000  293.920 53.610 998.720
14894 2452060.2500000  295.680 53.740 998.920
14894 2452060.5000000  297.680 53.730 1000.820
14894 2452060.7500000  302.190 54.430 1001.680
14894 2452061.0000000  306.230 59.640 1003.350
14894 2452061.2500000  306.420 60.030 1006.280
