14353 2452052.2500000  286.600 39.260 1009.320
14353 2452052.5000000  283.270 38.170 1006.920
14353 2452052.7500000  285.080 38.830 1008.260
14353 2452053.0000000  286.530 38.530 1009.940
14353 2452053.2500000  285.560 39.090 1011.370
14353 2452053.5000000  282.680 39.400 1010.600
14353 2452053.7500000  285.990 35.000 1011.510
14353 2452054.0000000  288.070 36.500 1012.140
14353 2452054.2500000  289.760 37.350 1013.830
14353 2452054.5000000  289.970 36.710 1014.520
14353 2452054.7500000  291.530 35.240 1015.430
14353 2452055.0000000  294.940 33.940 1016.280
14353 2452055.2500000  295.730 32.210 1017.040
14353 2452055.5000000  295.290 31.610 1016.830
