16799 2452081.2500000  354.560 39.450 1013.330
16799 2452081.5000000  354.060 39.580 1015.790
16799 2452081.7500000  351.660 39.090 1016.180
16799 2452082.0000000  353.310 39.340 1015.300
16799 2452082.2500000  354.020 39.430 1012.780
16799 2452082.5000000  352.920 35.540 1013.690
16799 2452082.7500000  352.060 38.760 1013.700
16799 2452083.0000000  353.960 39.680 1013.230
16799 2452083.2500000  355.380 40.050 1011.050
16799 2452083.5000000  356.410 40.160 1013.360
16799 2452083.7500000  358.580 46.200 1015.290
16799 2452084.0000000  359.760 46.960 1016.310
