12028 2452024.7500000  316.210 34.540 1011.950
12028 2452025.0000000  318.170 31.530 1013.780
12028 2452025.2500000  322.400 30.770 1013.720
12028 2452025.5000000  320.310 28.970 1015.000
12028 2452025.7500000  321.500 28.080 1012.770
12028 2452026.0000000  322.310 28.590 1015.050
12028 2452026.2500000  322.240 28.680 1014.480
12028 2452026.5000000  321.560 28.720 1016.570
12028 2452026.7500000  321.100 28.680 1015.720
12028 2452027.0000000  319.220 28.630 1017.940
12028 2452027.2500000  318.280 28.280 1017.920
12028 2452027.5000000  316.910 28.030 1019.050
12028 2452027.7500000  316.520 28.060 1019.010
12028 2452028.0000000  315.170 28.360 1020.270
12028 2452028.2500000  315.010 27.660 1020.380
12028 2452028.5000000  314.250 28.200 1020.620
