 9583 2451995.5000000  293.680 38.120 1012.510
 9583 2451995.7500000  294.810 38.810 1011.270
 9583 2451996.0000000  298.090 40.350 1008.910
 9583 2451996.2500000  300.430 41.680 1008.690
 9583 2451996.5000000  304.160 42.980 1006.970
 9583 2451996.7500000  307.330 44.710 1004.540
 9583 2451997.0000000  310.570 46.600 1001.300
 9583 2451997.2500000  313.190 49.120 995.070
 9583 2451997.5000000  315.590 51.200 988.800
 9583 2451997.7500000  318.260 53.150 980.480
 9583 2451998.0000000  321.600 54.660 976.310
 9583 2451998.2500000  324.870 56.380 972.770
 9583 2451998.5000000  327.160 57.490 973.520
 9583 2451998.7500000  328.920 58.130 971.170
 9583 2451999.0000000  329.890 58.660 971.990
 9583 2451999.2500000  330.740 58.750 971.920
 9583 2451999.5000000  332.240 58.680 974.020
 9583 2451999.7500000  333.270 58.720 973.440
 9583 2452000.0000000  334.700 59.210 977.150
 9583 2452000.2500000  337.000 60.250 979.530
 9583 2452000.5000000  339.460 60.900 983.670
 9583 2452000.7500000  341.490 61.380 987.360
 9583 2452001.0000000  344.870 62.360 991.940
 9583 2452001.2500000  336.800 61.860 995.210
 9583 2452001.5000000  335.740 61.820 996.950
 9583 2452001.7500000  335.580 61.080 998.530
 9583 2452002.0000000  335.680 60.930 996.820
 9583 2452002.2500000  337.930 60.210 995.820
 9583 2452002.5000000  336.930 60.100 995.180
 9583 2452002.7500000  336.650 59.740 995.110
 9583 2452003.0000000  336.120 59.500 996.170
 9583 2452003.2500000  329.320 59.570 1001.130
 9583 2452003.5000000  326.310 59.390 1004.280
 9583 2452003.7500000  324.180 58.860 1002.480
 9583 2452004.0000000  321.940 58.670 999.280
 9583 2452004.2500000  320.600 58.480 996.980
 9583 2452004.5000000  320.430 58.180 996.600
 9583 2452004.7500000  320.080 57.540 995.180
 9583 2452005.0000000  321.110 57.320 995.420
 9583 2452005.2500000  322.590 56.940 995.320
 9583 2452005.5000000  320.710 57.100 1001.780
