 5618 2451963.7500000  311.930 56.680 1003.630
 5618 2451964.0000000  307.920 61.550 1001.490
 5618 2451964.2500000  308.530 63.880 1004.780
 5618 2451964.5000000  304.890 68.670 1005.780
 5618 2451964.7500000  305.790 73.080 1010.120
 5618 2451965.0000000  298.920 74.370 1011.760
 5618 2451965.2500000  293.020 74.710 1013.560
 5618 2451965.5000000  289.180 74.370 1015.390
 5618 2451965.7500000  286.060 73.890 1018.400
 5618 2451966.0000000  291.840 77.560 1028.740
 5618 2451966.2500000  263.750 77.830 1025.300
 5618 2451966.7500000  264.550 78.510 1021.090
