26085 2452252.5000000  322.540 48.720 992.910
26085 2452252.7500000  324.970 52.000 987.590
26085 2452253.0000000  325.720 55.720 986.480
26085 2452253.2500000  324.740 58.080 984.740
26085 2452253.5000000  323.420 60.120 984.070
26085 2452253.7500000  322.090 62.400 980.860
26085 2452254.0000000  321.160 64.190 985.800
26085 2452254.2500000  319.220 65.000 991.700
26085 2452254.5000000  318.630 61.660 995.190
26085 2452254.7500000  320.240 63.060 996.970
26085 2452255.0000000  321.270 65.490 996.970
