 4397 2451950.7500000  263.340 72.000 1007.030
 4397 2451951.0000000  267.200 71.310 1005.270
 4397 2451951.2500000  270.080 70.740 1003.440
 4397 2451951.5000000  272.490 70.260 1002.850
 4397 2451951.7500000  274.480 69.660 1001.670
 4397 2451952.0000000  276.640 68.920 1001.170
 4397 2451952.2500000  277.990 67.750 999.980
 4397 2451952.5000000  279.300 66.300 998.870
 4397 2451952.7500000  280.540 65.660 997.670
 4397 2451953.0000000  282.890 65.100 997.870
 4397 2451953.2500000  287.450 65.010 998.720
 4397 2451953.5000000  295.630 64.190 998.700
