28774 2452223.5000000  264.870 48.900 1010.790
28774 2452223.7500000  271.120 47.300 1010.410
28774 2452224.0000000  276.060 45.800 1009.620
28774 2452224.2500000  283.060 45.270 1008.460
28774 2452224.5000000  287.910 45.150 1008.620
28774 2452224.7500000  291.180 43.300 1006.640
28774 2452225.0000000  295.970 43.890 1005.370
28774 2452225.2500000  300.210 45.810 1003.040
28774 2452225.5000000  303.170 47.650 1002.030
28774 2452225.7500000  305.750 50.540 999.750
28774 2452226.0000000  307.330 54.230 997.490
