17249 2452124.0000000  274.200 23.620 1013.770
17249 2452124.2500000  274.500 24.930 1014.800
17249 2452124.5000000  273.640 25.430 1012.930
17249 2452124.7500000  273.560 26.280 1012.920
17249 2452125.0000000  272.830 26.400 1011.890
17249 2452125.2500000  272.660 26.640 1011.810
17249 2452125.5000000  272.220 26.710 1010.010
17249 2452125.7500000  272.140 26.880 1010.340
17249 2452126.0000000  272.090 27.220 1009.620
17249 2452126.2500000  272.420 27.180 1010.350
17249 2452126.5000000  272.180 27.330 1009.380
17249 2452126.7500000  272.560 27.590 1010.420
17249 2452127.0000000  272.400 27.960 1010.560
17249 2452127.2500000  272.470 28.790 1012.150
17249 2452127.5000000  272.160 29.210 1011.930
17249 2452127.7500000  272.180 29.730 1013.590
17249 2452128.0000000  271.490 30.310 1015.050
17249 2452128.2500000  270.220 31.270 1016.430
