13157 2452068.5000000  260.790 72.190 1011.560
13157 2452068.7500000  265.140 71.420 1011.480
13157 2452069.0000000  268.110 70.410 1011.550
13157 2452069.2500000  270.860 68.390 1011.430
13157 2452069.5000000  272.630 67.010 1010.410
13157 2452069.7500000  273.080 66.810 1010.230
13157 2452070.0000000  273.320 65.290 1009.840
13157 2452070.2500000  274.780 63.290 1009.170
13157 2452070.5000000  275.930 63.480 1007.740
13157 2452070.7500000  276.290 63.870 1006.140
13157 2452071.0000000  276.850 63.840 1005.060
