14383 2452052.5000000  306.730 43.000 1012.910
14383 2452052.7500000  307.610 41.680 1009.990
14383 2452053.0000000  308.690 40.750 1007.820
14383 2452053.2500000  309.940 39.890 1005.630
14383 2452053.5000000  312.950 39.840 1006.220
14383 2452053.7500000  315.770 38.640 1003.520
14383 2452054.0000000  319.010 39.200 1002.540
14383 2452054.2500000  322.850 40.200 999.820
14383 2452054.5000000  325.330 41.520 998.990
14383 2452054.7500000  327.680 43.530 995.830
14383 2452055.0000000  328.950 45.750 996.430
14383 2452055.2500000  330.150 47.510 994.390
14383 2452055.5000000  331.670 49.270 995.810
14383 2452055.7500000  332.950 50.740 995.700
14383 2452056.0000000  334.010 52.120 997.280
14383 2452056.2500000  333.850 52.680 996.860
14383 2452056.5000000  333.620 52.990 998.250
14383 2452056.7500000  334.450 53.550 998.240
14383 2452057.0000000  337.760 55.670 1001.780
