27190 2452269.5000000  282.860 32.830 1013.410
27190 2452269.7500000  284.930 34.030 1009.980
27190 2452270.0000000  288.620 36.220 1006.890
27190 2452270.2500000  291.770 38.640 1001.100
27190 2452270.5000000  294.320 40.400 996.850
27190 2452270.7500000  296.580 41.080 991.740
27190 2452271.0000000  299.250 43.390 985.960
27190 2452271.2500000  301.660 45.500 979.500
27190 2452271.5000000  303.400 48.090 976.830
27190 2452271.7500000  302.310 51.160 974.200
27190 2452272.0000000  299.060 53.050 970.650
27190 2452272.2500000  296.350 54.160 967.960
27190 2452272.5000000  293.470 54.800 968.440
27190 2452272.7500000  290.080 54.960 969.980
27190 2452273.0000000  288.070 54.380 970.990
27190 2452273.2500000  288.520 54.140 972.850
27190 2452273.5000000  288.670 54.770 977.040
27190 2452273.7500000  287.090 55.300 981.230
27190 2452274.0000000  283.920 54.210 984.400
27190 2452274.2500000  283.820 53.720 987.670
27190 2452274.5000000  284.040 53.260 991.440
27190 2452274.7500000  283.840 52.740 993.750
27190 2452275.0000000  283.990 51.860 997.490
27190 2452275.2500000  286.000 51.050 1001.250
