17184 2452086.0000000  301.800 54.190 1009.460
17184 2452086.2500000  304.770 53.090 1009.340
17184 2452086.5000000  309.180 51.830 1009.770
17184 2452086.7500000  311.920 51.140 1009.590
17184 2452087.0000000  315.360 50.620 1008.810
17184 2452087.2500000  317.390 49.970 1006.810
17184 2452087.5000000  319.210 49.460 1005.770
17184 2452087.7500000  321.240 49.650 1000.580
17184 2452088.0000000  323.350 49.190 998.990
17184 2452088.2500000  326.900 49.410 996.540
17184 2452088.5000000  329.310 49.950 996.280
17184 2452088.7500000  331.950 51.410 993.580
17184 2452089.0000000  333.730 52.850 993.240
17184 2452089.2500000  334.830 53.500 992.600
17184 2452089.5000000  336.690 54.130 994.790
17184 2452089.7500000  339.490 55.810 996.180
17184 2452090.0000000  340.300 56.170 995.690
17184 2452090.2500000  343.410 56.950 997.620
17184 2452090.5000000  349.230 59.370 1000.420
17184 2452090.7500000  352.230 60.790 1002.000
17184 2452091.0000000  354.420 61.550 1004.470
