22130 2452191.7500000  347.380 17.080 1007.040
22130 2452192.0000000  347.010 16.730 1008.100
22130 2452192.2500000  346.700 16.860 1005.060
22130 2452192.5000000  346.470 17.420 1007.320
22130 2452192.7500000  345.710 17.440 1007.980
22130 2452193.0000000  346.130 17.760 1009.610
22130 2452193.2500000  345.570 18.060 1007.020
22130 2452193.5000000  345.790 18.440 1010.100
22130 2452193.7500000  344.940 18.660 1010.630
22130 2452194.0000000  345.870 18.650 1012.280
22130 2452194.2500000  346.190 18.650 1010.320
22130 2452194.5000000  346.310 19.340 1013.710
