11386 2452017.0000000  284.900 35.190 1010.980
11386 2452017.2500000  286.880 35.310 1008.200
11386 2452017.5000000  288.740 35.960 1003.860
11386 2452017.7500000  291.550 38.720 998.580
11386 2452018.0000000  292.970 40.910 993.710
11386 2452018.2500000  294.150 43.350 991.100
11386 2452018.5000000  296.380 45.410 992.170
11386 2452018.7500000  298.920 48.410 991.750
11386 2452019.0000000  302.220 51.170 993.600
11386 2452019.2500000  306.910 55.050 989.940
11386 2452019.5000000  308.920 57.330 988.200
11386 2452019.7500000  311.010 59.090 988.400
11386 2452020.0000000  312.280 60.440 991.320
11386 2452020.2500000  308.780 65.510 993.810
11386 2452020.5000000  308.600 65.710 996.500
11386 2452020.7500000  309.030 66.930 998.380
11386 2452021.0000000  312.750 62.310 1001.100
11386 2452021.2500000  313.180 62.650 1000.500
11386 2452021.5000000  311.650 67.200 1006.460
