 8109 2451977.5000000  325.230 50.120 978.340
 8109 2451977.7500000  329.740 51.880 976.490
 8109 2451978.0000000  332.490 53.390 975.640
 8109 2451978.2500000  334.670 54.680 976.600
 8109 2451978.5000000  337.000 56.010 977.930
 8109 2451978.7500000  338.870 57.190 977.110
 8109 2451979.0000000  339.940 59.130 975.980
 8109 2451979.2500000  340.540 60.460 974.350
 8109 2451979.5000000  339.490 61.610 973.680
 8109 2451979.7500000  338.530 61.900 973.060
 8109 2451980.0000000  336.460 61.160 974.280
 8109 2451980.2500000  336.580 59.970 977.730
 8109 2451980.5000000  337.930 58.400 981.360
 8109 2451980.7500000  341.720 56.630 982.590
 8109 2451981.0000000  345.570 55.560 985.390
 8109 2451981.2500000  348.870 54.470 988.020
 8109 2451981.5000000  353.740 53.270 992.110
 8109 2451981.7500000  359.960 53.070 993.230
