18146 2452136.2500000  286.880 9.640 1008.770
18146 2452136.5000000  287.440 9.950 1008.270
18146 2452136.7500000  284.540 10.050 1009.170
18146 2452137.0000000  283.450 10.240 1009.500
18146 2452137.2500000  286.150 9.670 1008.360
18146 2452137.5000000  285.080 9.600 1008.460
18146 2452137.7500000  284.430 10.070 1010.080
18146 2452138.0000000  283.640 10.410 1009.660
18146 2452138.2500000  287.280 9.990 1009.190
18146 2452138.5000000  287.250 9.930 1009.140
18146 2452138.7500000  284.210 10.290 1010.580
18146 2452139.0000000  283.540 10.390 1010.270
18146 2452139.2500000  286.300 9.380 1009.180
18146 2452139.5000000  284.660 9.630 1008.740
18146 2452139.7500000  284.220 10.070 1009.180
18146 2452140.0000000  283.290 9.640 1008.680
18146 2452140.2500000  286.180 9.420 1008.280
18146 2452140.5000000  286.190 9.480 1007.860
18146 2452140.7500000  287.510 11.640 1008.750
