 5342 2451960.0000000  275.420 48.380 1007.160
 5342 2451960.2500000  278.910 47.930 1006.610
 5342 2451960.5000000  284.040 48.970 1007.940
 5342 2451960.7500000  288.040 50.400 1008.440
 5342 2451961.0000000  290.680 51.920 1009.220
 5342 2451961.2500000  292.600 53.010 1008.400
 5342 2451961.5000000  293.810 54.120 1009.770
 5342 2451961.7500000  301.740 57.070 1011.700
 5342 2451962.0000000  299.920 58.420 1009.580
 5342 2451962.2500000  302.260 60.120 1009.650
 5342 2451962.5000000  304.890 62.670 1014.070
