 3371 2451919.7500000  295.660 42.630 995.160
 3371 2451920.0000000  297.400 42.190 992.200
 3371 2451920.2500000  303.640 41.410 987.420
 3371 2451920.5000000  306.740 42.970 983.590
 3371 2451920.7500000  310.440 45.250 980.200
 3371 2451921.0000000  311.880 47.180 977.560
 3371 2451921.2500000  313.330 48.520 972.620
 3371 2451921.5000000  315.880 51.050 974.800
 3371 2451921.7500000  318.230 52.520 966.960
 3371 2451922.0000000  320.010 54.790 965.760
 3371 2451922.2500000  321.190 56.620 961.190
 3371 2451922.5000000  321.350 59.400 961.470
 3371 2451922.7500000  321.030 61.270 963.350
 3371 2451923.0000000  318.460 63.030 968.250
 3371 2451923.2500000  317.980 62.760 969.980
 3371 2451923.5000000  319.060 62.580 973.910
 3371 2451923.7500000  319.190 62.850 978.250
 3371 2451924.0000000  319.720 63.000 980.370
 3371 2451924.2500000  320.760 63.000 980.310
 3371 2451924.5000000  322.240 63.810 982.360
 3371 2451924.7500000  323.400 64.710 984.720
 3371 2451925.0000000  322.930 65.040 988.890
 3371 2451925.2500000  321.430 65.660 990.440
 3371 2451925.5000000  322.120 63.380 991.130
 3371 2451925.7500000  323.030 64.970 991.540
 3371 2451926.0000000  323.670 66.950 993.260
