25740 2452246.7500000  271.210 49.530 1007.470
25740 2452247.0000000  276.030 49.480 1008.930
25740 2452247.2500000  281.430 49.050 1012.140
25740 2452247.5000000  289.430 48.170 1015.570
25740 2452247.7500000  295.780 47.900 1016.110
25740 2452248.0000000  303.020 50.230 1015.420
25740 2452248.2500000  306.700 50.220 1012.340
25740 2452248.5000000  310.450 50.410 1010.770
25740 2452248.7500000  313.730 50.560 1006.830
25740 2452249.0000000  316.840 51.100 1004.580
25740 2452249.2500000  319.130 51.020 1001.740
25740 2452249.5000000  321.560 50.610 1000.120
25740 2452249.7500000  324.400 50.370 995.850
25740 2452250.0000000  327.190 51.870 993.270
25740 2452250.2500000  330.140 54.640 989.310
25740 2452250.5000000  332.870 57.790 985.750
25740 2452250.7500000  334.740 61.180 980.560
25740 2452251.0000000  336.060 63.950 976.630
25740 2452251.2500000  340.300 66.930 974.920
25740 2452251.5000000  343.480 69.220 976.650
25740 2452251.7500000  346.830 71.460 980.260
25740 2452252.0000000  351.070 73.210 983.420
25740 2452252.2500000  355.830 74.860 988.040
