23608 2452213.2500000  307.820 45.010 998.380
23608 2452213.5000000  312.730 49.020 994.380
23608 2452213.7500000  316.550 53.090 986.970
23608 2452214.0000000  320.050 56.530 984.110
23608 2452214.2500000  322.730 58.770 982.110
23608 2452214.5000000  323.950 60.280 980.960
23608 2452214.7500000  324.520 61.460 972.830
23608 2452215.0000000  325.220 63.500 961.150
23608 2452215.2500000  327.760 65.040 958.630
23608 2452215.5000000  332.090 66.420 969.750
23608 2452215.7500000  324.640 63.960 976.670
23608 2452216.0000000  331.010 65.160 982.550
23608 2452216.2500000  337.460 65.890 988.860
23608 2452216.5000000  327.650 64.360 998.620
23608 2452216.7500000  328.300 64.130 1002.190
23608 2452217.0000000  340.980 64.160 1003.930
