 1827 2451908.0000000  260.400 77.750 1017.930
 1827 2451909.5000000  261.740 70.260 1010.990
 1827 2451909.7500000  266.810 70.540 1006.820
 1827 2451910.0000000  270.670 70.650 1003.130
 1827 2451910.2500000  273.270 70.760 1000.170
 1827 2451910.5000000  277.490 69.900 997.810
 1827 2451910.7500000  282.650 67.810 992.140
 1827 2451911.0000000  285.240 68.030 987.030
 1827 2451911.2500000  285.990 68.640 984.580
 1827 2451911.5000000  294.380 69.500 982.520
 1827 2451911.7500000  291.670 71.200 980.180
 1827 2451912.0000000  286.100 71.380 979.910
 1827 2451912.2500000  280.240 69.390 982.230
 1827 2451912.5000000  281.470 67.420 985.030
 1827 2451912.7500000  282.940 66.380 988.900
 1827 2451913.0000000  282.780 66.400 990.460
 1827 2451913.2500000  281.840 66.370 990.230
 1827 2451913.5000000  283.210 65.990 989.410
 1827 2451913.7500000  283.620 65.880 989.510
 1827 2451914.0000000  284.010 66.260 990.570
 1827 2451914.2500000  282.260 67.460 993.100
 1827 2451914.5000000  277.990 68.410 995.520
