23089 2452205.7500000  268.730 42.290 999.840
23089 2452206.0000000  273.690 44.260 996.900
23089 2452206.2500000  277.860 45.880 994.700
23089 2452206.5000000  282.100 47.400 996.450
23089 2452206.7500000  286.120 48.790 998.660
23089 2452207.0000000  289.640 49.670 1001.320
23089 2452207.2500000  292.360 50.510 1003.520
23089 2452207.5000000  297.710 50.670 1004.650
23089 2452207.7500000  300.710 51.460 1003.920
23089 2452208.0000000  304.460 51.680 1004.370
23089 2452208.2500000  308.740 50.670 1006.310
23089 2452208.5000000  316.450 47.250 1008.350
23089 2452208.7500000  324.410 45.000 1006.070
23089 2452209.0000000  329.150 44.390 1004.950
23089 2452209.2500000  333.440 43.810 1001.870
23089 2452209.5000000  337.160 43.440 1001.240
23089 2452209.7500000  340.660 43.280 997.830
23089 2452210.0000000  343.040 43.600 998.880
23089 2452210.2500000  344.390 43.890 998.760
23089 2452210.5000000  344.440 43.440 1000.240
23089 2452210.7500000  343.500 43.040 1002.020
23089 2452211.0000000  341.830 41.900 1005.350
23089 2452211.2500000  340.550 40.250 1006.250
23089 2452211.5000000  339.900 38.530 1007.290
23089 2452211.7500000  339.700 37.120 1006.170
23089 2452212.0000000  339.750 36.220 1007.870
23089 2452212.2500000  340.170 35.730 1007.360
23089 2452212.5000000  340.820 35.680 1008.560
23089 2452212.7500000  341.370 36.320 1008.290
23089 2452213.0000000  341.600 36.520 1011.290
23089 2452213.2500000  341.640 36.310 1011.780
23089 2452213.5000000  341.190 35.110 1013.580
