18855 2452146.2500000  355.260 22.730 1003.820
18855 2452146.5000000  353.590 22.630 1006.050
18855 2452146.7500000  353.070 23.010 1007.830
18855 2452147.0000000  353.460 23.520 1008.470
18855 2452147.2500000  354.720 23.540 1005.700
18855 2452147.5000000  352.990 23.860 1008.710
18855 2452147.7500000  352.490 23.930 1009.400
18855 2452148.0000000  352.800 24.590 1009.620
18855 2452148.2500000  351.550 24.240 1007.250
18855 2452148.5000000  354.130 25.330 1009.170
18855 2452148.7500000  353.990 26.600 1010.330
18855 2452149.0000000  353.990 27.230 1010.690
18855 2452149.2500000  350.780 23.530 1008.550
