 5651 2451964.2500000  297.450 2.000 1008.280
 5651 2451964.5000000  297.350 2.340 1007.920
 5651 2451964.7500000  290.700 4.380 1009.550
 5651 2451965.0000000  290.560 3.380 1011.250
 5651 2451965.2500000  290.280 4.590 1009.430
 5651 2451965.5000000  290.440 5.620 1009.150
 5651 2451965.7500000  290.350 4.920 1010.370
 5651 2451966.0000000  290.680 4.450 1012.460
 5651 2451966.2500000  291.130 5.840 1010.670
 5651 2451966.5000000  290.370 5.470 1008.760
 5651 2451966.7500000  290.550 4.540 1010.150
 5651 2451967.0000000  290.520 3.240 1011.700
