 6085 2451954.2500000  306.590 65.140 993.560
 6085 2451954.5000000  306.320 65.130 992.800
 6085 2451954.7500000  305.810 65.130 993.120
 6085 2451955.0000000  305.960 63.840 994.300
 6085 2451955.2500000  305.990 63.510 995.090
 6085 2451955.5000000  305.900 64.010 995.820
 6085 2451955.7500000  305.580 65.020 998.470
 6085 2451956.0000000  305.880 64.530 1003.020
 6085 2451956.2500000  306.640 64.510 1004.470
 6085 2451956.5000000  306.870 64.950 1005.520
 6085 2451956.7500000  307.400 65.040 1005.480
