15582 2452068.5000000  261.100 72.310 1010.700
15582 2452068.7500000  266.360 71.310 1011.050
15582 2452069.0000000  265.710 70.480 1010.780
15582 2452069.2500000  270.320 69.320 1010.910
15582 2452069.5000000  272.280 68.160 1010.490
15582 2452069.7500000  272.500 67.750 1010.420
15582 2452070.0000000  271.750 66.820 1010.710
15582 2452070.2500000  273.550 64.770 1009.140
15582 2452070.5000000  274.790 64.150 1007.430
15582 2452070.7500000  274.910 64.280 1006.130
15582 2452071.0000000  275.810 64.090 1005.480
15582 2452071.2500000  276.320 63.880 1004.380
15582 2452071.5000000  277.870 63.500 1003.620
15582 2452071.7500000  282.580 61.150 1001.500
15582 2452072.0000000  279.520 63.320 1001.010
15582 2452072.2500000  276.730 63.610 1000.190
15582 2452072.5000000  275.820 63.540 1000.600
15582 2452072.7500000  274.700 63.380 1000.860
15582 2452073.0000000  273.480 63.270 1001.560
15582 2452073.2500000  273.130 63.240 1003.100
15582 2452073.5000000  273.200 63.380 1004.890
