26703 2452262.0000000  321.140 35.670 1003.890
26703 2452262.2500000  324.800 36.390 1002.810
26703 2452262.5000000  326.570 36.130 1004.090
26703 2452262.7500000  328.300 36.670 1002.460
26703 2452263.0000000  331.570 36.350 1002.820
26703 2452263.2500000  331.730 36.620 1000.500
26703 2452263.5000000  331.040 36.640 1001.240
26703 2452263.7500000  330.950 35.480 1000.810
26703 2452264.0000000  333.950 34.800 1000.830
26703 2452264.2500000  334.310 34.520 998.270
26703 2452264.5000000  334.930 34.660 997.950
26703 2452264.7500000  336.120 34.570 996.140
26703 2452265.0000000  336.380 35.280 997.430
26703 2452265.2500000  336.350 35.810 996.080
26703 2452265.5000000  335.510 36.000 997.120
26703 2452265.7500000  335.280 36.220 995.350
26703 2452266.0000000  334.490 36.210 996.830
26703 2452266.2500000  334.290 36.030 996.280
26703 2452266.5000000  333.630 35.670 997.940
26703 2452266.7500000  333.450 34.920 998.190
26703 2452267.0000000  334.080 34.170 1001.570
26703 2452267.2500000  335.490 33.600 1002.680
26703 2452267.5000000  340.660 33.810 1005.060
26703 2452267.7500000  342.480 33.720 1005.610
26703 2452268.0000000  345.060 33.850 1008.410
26703 2452268.2500000  347.870 34.030 1009.210
26703 2452268.5000000  350.730 34.740 1011.900
26703 2452268.7500000  351.460 34.650 1012.510
26703 2452269.0000000  352.490 34.600 1015.630
