22907 2452203.2500000  343.720 54.400 996.660
22907 2452203.5000000  343.110 55.010 996.520
22907 2452203.7500000  341.900 55.870 996.490
22907 2452204.0000000  339.150 57.250 997.090
22907 2452204.2500000  336.260 57.570 995.800
22907 2452204.5000000  334.220 57.520 995.920
22907 2452204.7500000  333.100 57.800 994.800
22907 2452205.0000000  331.930 58.580 995.120
22907 2452205.2500000  330.980 59.770 994.600
22907 2452205.5000000  329.350 60.990 995.000
22907 2452205.7500000  327.870 61.870 995.290
22907 2452206.0000000  327.020 62.630 996.540
22907 2452206.2500000  326.070 62.800 997.410
22907 2452206.5000000  325.170 62.210 999.030
