 4586 2451949.0000000  323.710 45.830 1000.890
 4586 2451949.2500000  328.160 47.830 995.340
 4586 2451949.5000000  331.970 50.120 991.380
 4586 2451949.7500000  333.380 52.650 985.500
 4586 2451950.0000000  333.080 54.480 981.260
 4586 2451950.2500000  331.970 55.670 978.510
 4586 2451950.5000000  331.230 56.480 976.430
 4586 2451950.7500000  331.330 57.240 974.680
 4586 2451951.0000000  331.630 57.840 975.070
 4586 2451951.2500000  332.740 58.150 975.560
 4586 2451951.5000000  335.330 58.510 979.420
 4586 2451951.7500000  339.910 59.360 983.330
 4586 2451952.0000000  345.820 60.730 986.710
 4586 2451952.2500000  352.760 61.670 988.710
