22849 2452202.2500000  319.970 50.600 1004.370
22849 2452202.5000000  323.700 50.360 1002.420
22849 2452202.7500000  327.580 49.790 999.420
22849 2452203.0000000  334.400 49.950 998.120
22849 2452203.2500000  333.850 48.490 996.610
22849 2452203.5000000  335.860 47.530 996.290
22849 2452203.7500000  337.560 46.780 996.180
22849 2452204.0000000  340.070 46.760 997.660
22849 2452204.2500000  342.270 47.470 996.730
22849 2452204.5000000  343.640 48.200 997.520
22849 2452204.7500000  344.740 49.140 996.340
22849 2452205.0000000  345.600 49.630 997.370
22849 2452205.2500000  347.240 50.160 997.410
22849 2452205.5000000  348.550 51.260 998.620
22849 2452205.7500000  348.300 52.790 999.230
22849 2452206.0000000  346.240 54.110 999.770
