24046 2452219.7500000  291.800 29.150 996.970
24046 2452220.0000000  296.130 32.270 998.660
24046 2452220.2500000  299.690 36.140 993.600
24046 2452220.5000000  302.290 40.510 990.420
24046 2452220.7500000  302.950 44.390 985.150
24046 2452221.0000000  301.420 47.380 979.800
24046 2452221.2500000  301.410 48.520 972.470
24046 2452221.5000000  302.740 50.680 970.470
24046 2452221.7500000  303.630 49.620 973.840
24046 2452222.0000000  306.480 50.010 979.840
24046 2452222.2500000  310.110 52.000 988.390
