 8932 2452011.2500000  261.120 39.510 986.360
 8932 2452011.5000000  264.110 41.790 987.580
 8932 2452011.7500000  267.080 44.190 988.320
 8932 2452012.0000000  270.870 46.730 987.880
 8932 2452012.2500000  274.340 49.000 987.760
 8932 2452012.5000000  278.550 51.280 987.630
 8932 2452012.7500000  280.980 53.320 987.510
 8932 2452013.0000000  283.050 54.850 987.500
 8932 2452013.2500000  285.220 56.830 988.530
 8932 2452013.5000000  287.010 58.240 990.610
 8932 2452013.7500000  288.070 59.050 993.730
 8932 2452014.0000000  288.950 59.760 996.710
 8932 2452014.2500000  289.280 60.510 1001.100
 8932 2452014.5000000  290.040 61.710 1005.120
 8932 2452014.7500000  289.320 63.370 1008.550
 8932 2452015.0000000  288.000 64.600 1010.900
 8932 2452015.2500000  286.360 65.710 1013.580
 8932 2452015.5000000  284.910 66.490 1014.530
 8932 2452015.7500000  283.750 66.820 1014.390
 8932 2452016.0000000  283.670 66.810 1015.070
 8932 2452016.2500000  283.980 66.740 1015.920
 8932 2452016.5000000  284.310 70.640 1016.500
 8932 2452016.7500000  284.260 71.020 1017.320
