 3412 2451931.0000000  335.160 47.070 984.880
 3412 2451931.2500000  339.900 49.090 979.760
 3412 2451931.5000000  342.640 51.990 972.920
 3412 2451931.7500000  343.870 54.530 967.970
 3412 2451932.0000000  336.000 55.870 960.630
 3412 2451932.2500000  334.510 56.880 957.930
 3412 2451932.5000000  333.400 57.770 954.450
 3412 2451932.7500000  337.760 57.940 952.040
 3412 2451933.0000000  337.190 59.650 951.340
 3412 2451933.2500000  333.550 60.550 951.780
 3412 2451933.5000000  330.350 60.380 953.730
 3412 2451933.7500000  328.670 61.120 957.650
 3412 2451934.0000000  326.540 61.640 962.890
 3412 2451934.2500000  323.680 61.950 966.280
 3412 2451934.5000000  322.000 61.780 969.890
 3412 2451934.7500000  320.950 61.400 971.530
 3412 2451935.0000000  320.560 61.070 974.150
 3412 2451935.2500000  321.040 60.810 976.060
 3412 2451935.5000000  324.900 60.770 977.980
 3412 2451935.7500000  323.210 60.870 979.150
 3412 2451936.0000000  322.010 61.050 981.520
 3412 2451936.2500000  322.150 61.070 981.410
 3412 2451936.5000000  324.070 60.990 981.870
 3412 2451936.7500000  322.420 60.820 987.710
