 8986 2451988.2500000  274.630 25.190 1011.600
 8986 2451988.5000000  275.140 26.650 1009.860
 8986 2451988.7500000  275.990 29.150 1008.140
 8986 2451989.0000000  276.240 31.470 1006.750
 8986 2451989.2500000  277.040 32.210 1008.050
 8986 2451989.5000000  280.460 32.530 1006.780
 8986 2451989.7500000  281.570 34.060 1006.760
 8986 2451990.0000000  282.340 35.220 1005.520
 8986 2451990.2500000  283.000 36.020 1003.880
 8986 2451990.5000000  285.010 36.940 1002.430
 8986 2451990.7500000  287.410 38.400 999.120
 8986 2451991.0000000  288.180 39.430 997.190
 8986 2451991.2500000  289.720 40.180 993.740
 8986 2451991.5000000  291.610 41.200 990.890
 8986 2451991.7500000  292.190 41.970 988.920
 8986 2451992.0000000  293.470 42.770 988.740
 8986 2451992.2500000  294.030 43.900 987.480
 8986 2451992.5000000  294.520 45.100 988.790
 8986 2451992.7500000  295.250 46.020 987.860
 8986 2451993.0000000  295.540 47.040 988.080
 8986 2451993.2500000  295.690 47.850 989.130
 8986 2451993.5000000  295.010 48.900 991.370
 8986 2451993.7500000  295.030 49.380 990.910
 8986 2451994.0000000  294.970 49.870 992.220
 8986 2451994.2500000  295.520 50.630 993.760
 8986 2451994.5000000  299.760 52.890 996.720
 8986 2451994.7500000  299.810 53.310 996.120
 8986 2451995.0000000  297.470 52.420 999.200
 8986 2451995.2500000  294.830 51.750 1002.630
 8986 2451995.5000000  292.600 51.500 1005.200
 8986 2451995.7500000  291.100 51.200 1005.290
 8986 2451996.0000000  290.690 50.640 1006.220
 8986 2451996.2500000  290.580 50.460 1007.470
 8986 2451996.5000000  291.660 49.700 1009.820
 8986 2451996.7500000  295.990 48.170 1009.990
