16565 2452114.2500000  326.770 47.680 1010.000
16565 2452114.5000000  329.890 47.210 1009.800
16565 2452114.7500000  332.930 47.160 1007.290
16565 2452115.0000000  335.560 47.530 1008.290
16565 2452115.2500000  338.160 47.990 1008.110
16565 2452115.5000000  340.490 48.420 1009.980
16565 2452115.7500000  342.400 49.160 1010.710
16565 2452116.0000000  343.240 49.840 1012.410
16565 2452116.2500000  344.210 51.400 1013.150
16565 2452116.5000000  344.830 52.930 1014.060
16565 2452116.7500000  346.430 54.370 1013.430
16565 2452117.0000000  347.970 55.400 1014.250
16565 2452117.2500000  349.770 55.910 1014.910
16565 2452117.5000000  350.760 56.260 1016.210
