23788 2452162.0000000  304.030 72.420 996.140
23788 2452162.2500000  301.440 75.190 994.120
23788 2452162.5000000  298.850 75.860 995.750
23788 2452162.7500000  296.370 75.690 998.640
23788 2452163.0000000  297.400 75.490 1001.360
23788 2452163.2500000  298.860 75.620 1002.810
23788 2452163.5000000  298.580 75.510 1004.390
23788 2452163.7500000  298.030 76.230 1004.470
23788 2452164.0000000  298.400 76.740 1006.250
23788 2452164.2500000  297.090 77.640 1007.240
23788 2452164.5000000  292.550 78.000 1006.710
