13579 2452043.0000000  292.980 41.400 1011.880
13579 2452043.2500000  293.880 40.290 1012.110
13579 2452043.5000000  294.570 39.550 1011.900
13579 2452043.7500000  294.390 38.640 1009.430
13579 2452044.0000000  296.060 39.510 1007.560
13579 2452044.2500000  296.570 41.960 1005.850
13579 2452044.5000000  296.510 43.140 1004.530
13579 2452044.7500000  295.460 43.510 1002.990
13579 2452045.0000000  293.490 43.160 1003.880
13579 2452045.2500000  292.190 42.120 1006.220
13579 2452045.5000000  293.090 39.410 1006.580
