22392 2452146.5000000  261.110 57.970 1000.010
22392 2452146.7500000  264.490 58.710 999.570
22392 2452147.0000000  267.580 59.660 997.820
22392 2452147.2500000  270.330 59.270 995.330
22392 2452147.5000000  277.540 58.030 994.490
22392 2452147.7500000  280.780 57.830 991.860
22392 2452148.0000000  283.030 57.590 990.810
22392 2452148.2500000  286.680 57.270 990.550
22392 2452148.5000000  297.360 57.730 989.050
22392 2452148.7500000  299.770 58.610 990.320
22392 2452149.0000000  300.530 60.350 994.330
22392 2452149.2500000  299.780 62.360 996.060
22392 2452149.5000000  298.260 63.550 997.390
22392 2452149.7500000  294.700 64.880 998.530
22392 2452150.0000000  289.190 65.590 999.260
22392 2452150.2500000  286.170 64.870 999.400
22392 2452150.5000000  284.130 63.880 999.110
22392 2452150.7500000  285.040 62.730 997.540
22392 2452151.0000000  287.250 62.130 996.290
