26638 2452196.5000000  263.340 50.270 995.790
26638 2452196.7500000  272.750 48.810 990.490
26638 2452197.0000000  274.380 51.680 986.960
26638 2452197.2500000  276.350 53.960 984.640
26638 2452197.5000000  277.230 55.530 984.630
26638 2452197.7500000  278.790 57.820 983.580
26638 2452198.0000000  279.760 58.060 981.700
26638 2452198.2500000  280.550 60.320 978.830
26638 2452198.5000000  281.990 62.950 975.930
26638 2452198.7500000  281.710 64.970 972.420
26638 2452199.0000000  280.950 66.140 974.140
26638 2452199.2500000  280.440 66.640 978.220
26638 2452199.5000000  280.710 66.870 984.700
26638 2452199.7500000  281.500 66.800 987.540
26638 2452200.0000000  282.310 66.980 990.240
26638 2452200.2500000  283.040 67.710 991.550
26638 2452200.5000000  283.220 68.910 994.050
26638 2452200.7500000  282.520 70.120 997.480
26638 2452201.0000000  283.100 71.340 1001.730
26638 2452201.2500000  285.150 72.980 1005.350
