23946 2452163.5000000  289.740 55.110 996.680
23946 2452163.7500000  291.250 56.450 995.820
23946 2452164.0000000  297.260 56.270 996.650
23946 2452164.2500000  300.220 57.610 993.600
23946 2452164.5000000  300.980 58.940 989.960
23946 2452164.7500000  303.240 60.450 986.280
23946 2452165.0000000  304.530 63.000 986.610
23946 2452165.2500000  306.370 69.640 987.290
23946 2452165.5000000  305.270 73.530 989.390
23946 2452165.7500000  308.510 75.390 993.830
23946 2452166.0000000  309.310 72.630 998.920
