13468 2452070.7500000  294.490 47.770 1004.250
13468 2452071.0000000  296.350 46.770 1004.650
13468 2452071.2500000  298.230 46.150 1005.700
13468 2452071.5000000  300.790 46.260 1007.240
13468 2452071.7500000  303.140 46.770 1008.260
13468 2452072.0000000  305.130 47.570 1009.380
13468 2452072.2500000  306.360 47.850 1009.720
13468 2452072.5000000  309.270 48.430 1011.000
13468 2452072.7500000  311.140 49.470 1011.230
13468 2452073.0000000  312.530 50.260 1012.410
13468 2452073.2500000  313.930 51.280 1014.150
