28406 2452218.0000000  280.870 52.460 1011.690
28406 2452218.2500000  283.730 51.190 1011.800
28406 2452218.5000000  286.600 45.350 1013.140
28406 2452218.7500000  289.850 42.390 1011.710
28406 2452219.0000000  291.240 41.910 1009.730
28406 2452219.2500000  293.130 41.680 1006.690
28406 2452219.5000000  296.690 40.260 1005.040
28406 2452219.7500000  298.670 41.250 1001.420
28406 2452220.0000000  296.730 44.160 999.720
28406 2452220.2500000  296.810 44.890 997.440
28406 2452220.5000000  297.960 44.050 995.580
