 3908 2451938.7500000  265.310 36.160 1011.440
 3908 2451939.0000000  266.220 36.880 1005.750
 3908 2451939.2500000  266.670 39.780 999.240
 3908 2451939.5000000  265.790 42.040 993.070
 3908 2451939.7500000  264.540 42.730 989.320
 3908 2451940.0000000  265.070 42.220 990.910
 3908 2451940.2500000  270.780 42.360 994.160
 3908 2451940.5000000  275.460 43.440 996.130
 3908 2451940.7500000  278.000 43.950 996.530
 3908 2451941.0000000  279.990 44.060 997.880
 3908 2451941.2500000  286.950 42.900 999.750
 3908 2451941.5000000  291.050 42.460 1002.850
 3908 2451941.7500000  295.040 42.630 1005.190
 3908 2451942.0000000  299.100 42.870 1008.030
 3908 2451942.2500000  302.650 43.420 1008.410
 3908 2451942.5000000  307.650 43.450 1010.250
 3908 2451942.7500000  315.250 43.730 1006.980
 3908 2451943.0000000  319.670 44.870 1003.750
 3908 2451943.2500000  324.120 45.990 997.780
 3908 2451943.5000000  327.380 47.020 994.750
 3908 2451943.7500000  330.710 47.700 990.330
 3908 2451944.0000000  334.310 48.100 991.270
 3908 2451944.2500000  338.440 48.930 991.010
 3908 2451944.5000000  342.190 49.920 990.280
 3908 2451944.7500000  345.980 50.590 988.100
 3908 2451945.0000000  349.710 51.340 986.350
 3908 2451945.2500000  354.350 52.000 985.450
 3908 2451945.5000000  359.430 52.720 985.990
