 5917 2451967.7500000  318.090 35.710 989.760
 5917 2451968.0000000  315.880 39.500 988.390
 5917 2451968.2500000  313.930 40.240 983.060
 5917 2451968.5000000  312.520 40.790 981.280
 5917 2451968.7500000  312.340 41.110 979.770
 5917 2451969.0000000  313.020 41.260 981.120
 5917 2451969.2500000  313.890 42.060 981.200
 5917 2451969.5000000  316.250 42.060 983.060
 5917 2451969.7500000  319.930 43.120 981.500
 5917 2451970.0000000  319.760 43.630 982.100
 5917 2451970.2500000  320.090 44.150 984.790
 5917 2451970.5000000  318.280 45.360 990.740
 5917 2451970.7500000  315.180 46.740 992.470
 5917 2451971.0000000  312.500 48.020 994.600
 5917 2451971.2500000  308.340 50.090 997.250
 5917 2451971.5000000  299.420 52.530 1001.810
 5917 2451971.7500000  292.650 52.950 1004.200
 5917 2451972.0000000  287.560 52.740 1008.050
 5917 2451972.2500000  283.500 52.990 1012.930
 5917 2451972.5000000  280.020 52.430 1019.050
