27308 2452203.7500000  299.790 51.400 1009.570
27308 2452204.0000000  303.460 51.900 1007.630
27308 2452204.2500000  307.350 52.120 1004.690
27308 2452204.5000000  310.900 52.380 1001.990
27308 2452204.7500000  315.110 51.630 998.400
27308 2452205.0000000  318.470 51.380 996.010
27308 2452205.2500000  321.650 51.020 993.460
27308 2452205.5000000  327.520 50.580 992.220
27308 2452205.7500000  330.000 50.870 990.230
27308 2452206.0000000  332.480 51.500 992.250
27308 2452206.2500000  333.960 52.380 994.960
27308 2452206.5000000  341.250 53.840 997.420
27308 2452206.7500000  347.070 53.930 1000.270
