15248 2452097.0000000  260.730 57.890 993.660
15248 2452097.2500000  264.000 58.310 990.690
15248 2452097.5000000  266.550 58.330 991.210
15248 2452097.7500000  268.420 58.700 989.880
15248 2452098.0000000  269.640 59.200 990.680
15248 2452098.2500000  270.670 59.470 991.000
15248 2452098.5000000  271.140 59.510 993.900
15248 2452098.7500000  271.920 58.800 994.860
15248 2452099.0000000  273.770 57.990 996.860
15248 2452099.2500000  276.340 57.590 998.870
15248 2452099.5000000  278.700 58.890 1001.360
