29691 2452235.0000000  309.150 64.080 987.920
29691 2452235.2500000  307.960 65.220 976.270
29691 2452235.5000000  302.920 65.840 968.460
29691 2452235.7500000  305.540 69.500 970.710
29691 2452236.0000000  307.450 72.200 977.460
29691 2452236.2500000  294.140 77.150 982.900
29691 2452236.5000000  291.440 77.030 987.940
29691 2452236.7500000  289.830 76.520 991.650
29691 2452237.0000000  287.870 76.040 994.660
29691 2452237.2500000  287.140 75.630 996.370
29691 2452237.5000000  286.840 75.180 999.150
