18815 2452145.7500000  299.980 41.230 1012.530
18815 2452146.0000000  301.910 41.450 1011.300
18815 2452146.2500000  304.350 42.270 1008.720
18815 2452146.5000000  306.580 43.260 1007.210
18815 2452146.7500000  309.720 44.650 1002.590
18815 2452147.0000000  312.950 46.650 998.260
18815 2452147.2500000  315.680 49.790 989.250
18815 2452147.5000000  316.340 52.230 983.930
18815 2452147.7500000  316.880 53.670 980.530
18815 2452148.0000000  318.190 54.700 982.970
18815 2452148.2500000  319.590 56.130 986.040
18815 2452148.5000000  320.720 57.240 989.990
18815 2452148.7500000  321.900 57.970 991.290
18815 2452149.0000000  323.750 58.670 994.550
18815 2452149.2500000  326.560 59.390 995.780
18815 2452149.5000000  329.730 60.150 997.300
18815 2452149.7500000  332.830 60.840 996.150
18815 2452150.0000000  335.330 61.210 996.100
18815 2452150.2500000  337.690 61.510 995.670
18815 2452150.5000000  339.520 61.500 996.670
18815 2452150.7500000  341.010 61.350 997.210
18815 2452151.0000000  342.530 61.020 1000.020
18815 2452151.2500000  344.550 60.020 1002.870
18815 2452151.5000000  347.590 59.420 1005.520
18815 2452151.7500000  350.490 58.830 1007.090
18815 2452152.0000000  354.690 58.490 1008.780
18815 2452152.2500000  357.890 56.710 1008.850
