 6032 2451969.2500000  284.940 8.990 1010.060
 6032 2451969.5000000  284.980 9.340 1008.300
 6032 2451969.7500000  284.660 9.740 1010.040
 6032 2451970.0000000  283.820 9.880 1010.800
 6032 2451970.2500000  285.100 9.550 1010.020
 6032 2451970.5000000  284.970 9.460 1009.190
 6032 2451970.7500000  284.490 9.820 1010.250
 6032 2451971.0000000  283.770 10.050 1010.530
 6032 2451971.2500000  285.090 9.300 1009.750
 6032 2451971.5000000  285.010 9.460 1008.840
 6032 2451971.7500000  284.420 9.720 1009.860
 6032 2451972.0000000  284.040 10.000 1011.010
 6032 2451972.2500000  285.390 9.370 1009.520
 6032 2451972.5000000  285.190 9.460 1008.960
 6032 2451972.7500000  284.620 9.930 1010.800
 6032 2451973.0000000  283.900 10.370 1012.200
 6032 2451973.2500000  285.620 9.750 1011.010
 6032 2451973.5000000  284.830 9.930 1010.710
