 6961 2451982.0000000  348.720 24.560 1009.250
 6961 2451982.2500000  349.850 23.330 1005.850
 6961 2451982.5000000  350.890 24.740 1007.270
 6961 2451982.7500000  351.240 25.720 1006.760
 6961 2451983.0000000  351.420 26.410 1007.040
 6961 2451983.2500000  352.170 26.850 1002.910
 6961 2451983.5000000  352.600 27.330 1005.730
 6961 2451983.7500000  353.190 27.730 1005.540
 6961 2451984.0000000  355.830 28.890 1006.700
 6961 2451984.2500000  354.090 28.100 1005.880
 6961 2451984.5000000  355.400 28.210 1007.750
 6961 2451984.7500000  356.500 28.180 1007.410
 6961 2451985.0000000  356.980 28.710 1008.420
 6961 2451985.2500000  356.220 29.510 1005.210
 6961 2451985.5000000  357.400 29.450 1006.860
 6961 2451985.7500000  357.410 29.420 1006.870
 6961 2451986.0000000  358.270 29.890 1006.990
 6961 2451986.2500000  356.630 29.630 1004.310
 6961 2451986.5000000  359.300 29.400 1006.000
