24243 2452222.5000000  316.310 46.330 1003.830
24243 2452222.7500000  318.180 45.750 1005.880
24243 2452223.0000000  319.450 44.500 1008.360
24243 2452223.2500000  319.580 45.410 1007.100
24243 2452223.5000000  318.830 46.560 1007.060
24243 2452223.7500000  318.390 47.430 1004.330
24243 2452224.0000000  319.000 49.450 1004.030
24243 2452224.2500000  319.700 51.530 1002.250
24243 2452224.5000000  321.890 53.760 1004.740
24243 2452224.7500000  327.180 56.320 1007.370
24243 2452225.0000000  333.910 57.980 1010.510
24243 2452225.2500000  344.000 58.410 1010.880
24243 2452225.5000000  352.040 57.700 1011.230
24243 2452225.7500000  357.790 56.040 1011.040
