28781 2452222.5000000  316.520 44.840 1004.280
28781 2452222.7500000  318.220 45.420 1006.610
28781 2452223.0000000  319.610 44.160 1008.190
28781 2452223.2500000  319.420 45.400 1007.880
28781 2452223.5000000  318.830 46.300 1007.470
28781 2452223.7500000  318.610 47.600 1003.950
28781 2452224.0000000  319.050 49.470 1002.770
28781 2452224.2500000  320.040 51.550 1001.930
28781 2452224.5000000  321.840 53.660 1004.620
28781 2452224.7500000  327.690 56.290 1006.610
28781 2452225.0000000  334.500 57.930 1009.580
28781 2452225.2500000  342.110 58.300 1010.860
28781 2452225.5000000  352.030 57.600 1011.200
28781 2452225.7500000  358.370 56.070 1010.260
